[Connect DataFile][1.1]
Date:;09.12.2025
Time:;14:33:56,533
Unit:;°C
Resolution:;0,0125
Values:;4
Time;Hot Spot;ROI;Thermal_Corona;Detector Area;
00:00:05,425;54,9;54,9;34,4;57,1;
00:00:05,437;55,0;55,0;34,3;57,2;
00:00:05,450;55,1;55,1;34,5;57,1;
00:00:05,462;54,8;54,8;34,4;57,2;
00:00:05,475;55,0;55,0;34,4;57,3;
00:00:05,487;55,1;55,1;34,5;57,3;
00:00:05,500;54,9;54,9;34,5;57,2;
00:00:05,512;54,7;54,7;34,5;57,3;
00:00:05,525;54,9;54,9;34,1;56,9;
00:00:05,537;54,9;54,9;34,3;57,4;
00:00:05,550;55,0;55,0;34,3;57,1;
00:00:05,562;54,9;54,9;34,2;57,0;
00:00:05,575;55,0;55,0;34,3;57,1;
00:00:05,587;55,1;55,1;34,5;57,1;
00:00:05,600;55,1;55,1;34,3;57,0;
00:00:05,612;55,1;55,1;34,6;57,2;
00:00:05,625;55,2;55,2;34,2;57,1;
00:00:05,637;55,1;55,1;34,3;57,2;
00:00:05,650;55,3;55,3;34,5;57,2;
00:00:05,662;55,0;55,0;34,3;57,5;
00:00:05,675;55,1;55,1;34,4;57,1;
00:00:05,687;55,0;55,0;34,5;57,1;
00:00:05,700;55,2;55,2;34,5;57,0;
00:00:05,712;55,0;55,0;34,3;57,2;
00:00:05,725;55,1;55,1;34,2;57,1;
00:00:05,737;55,0;55,0;34,2;57,2;
00:00:05,750;55,0;55,0;34,5;56,9;
00:00:05,762;55,4;55,4;34,4;57,0;
00:00:05,775;55,2;55,2;34,4;57,3;
00:00:05,787;55,0;55,0;34,4;57,2;
00:00:05,800;55,0;55,0;34,4;57,2;
00:00:05,812;55,2;55,2;34,4;57,2;
00:00:05,825;55,0;55,0;34,4;57,1;
00:00:05,837;54,9;54,9;34,7;57,1;
00:00:05,850;55,0;55,0;34,4;57,3;
00:00:05,862;55,1;55,1;34,5;57,0;
00:00:05,875;55,1;55,1;34,3;57,4;
00:00:05,887;55,0;55,0;34,4;57,4;
00:00:05,900;55,2;55,2;34,3;57,2;
00:00:05,912;55,1;55,1;34,5;57,2;
00:00:05,925;55,1;55,1;34,5;57,1;
00:00:05,937;55,3;55,3;34,4;57,2;
00:00:05,950;55,4;55,4;34,5;57,4;
00:00:05,962;55,2;55,2;34,6;57,1;
00:00:05,975;54,9;54,9;34,3;57,2;
00:00:05,987;55,0;55,0;34,5;57,3;
00:00:06,000;55,1;55,1;34,6;57,3;
00:00:06,012;55,4;55,4;34,5;57,4;
00:00:06,025;55,1;55,1;34,4;57,1;
00:00:06,037;55,2;55,2;34,5;57,2;
00:00:06,050;55,0;55,0;34,5;57,5;
